product_code,product_name,id,product_id,group_code,set_item_label,part_no,part_name,material_code,material_kind,profile_shape,profile_code,dim_a_mm,dim_b_mm,wall_thickness_mm,cut_length_mm,qty,unit,waste_pct,weight_kg,total_length_m,paint_area_m2,volume_m3,unit_price,amount,note,sort_order,created_at,updated_at,section_title,unit_basis,material_note,tenon
CH0176HG-AL,Ghế 5 bậc Athos,7fe308e4-4287-4b35-8977-419efad23281,a0d0c303-46c2-4387-8cce-7c68381c49dd,HARDWARE,,,"LĐN 10x20x22, đen",VT-PK-LDN-10X20X22-DEN-LDN-10X20X22-DEN,,,,,,,,2,con,0,,,,,,,,35,2026-07-27T08:40:14.779484+00:00,2026-07-27T08:40:14.779484+00:00,,,"LĐN 10x20x22, đen",
TB0164HG-AL,Bàn CNKG Tilos 180(250)x100x74 cm,800aaca9-3817-42a2-860f-ffa1c792da06,8e9471e9-4316-4ea6-be0b-7aee3b53fdd3,HARDWARE,,,Vít,VT-PK-VIT-M4X25,,,,,,,,2,Con,0,,,,,,,XT,25,2026-07-27T08:40:01.634461+00:00,2026-07-27T08:40:01.634461+00:00,,,4x25 đầu dù đuôi cá,
CH0189HG-AL,Stacking Armchair,802f711e-66c1-4b30-8022-e4c62cb1e28e,9d8c30ac-09ec-4dc2-8e68-42aeb736970f,HARDWARE,,,Nút,VT-PK-BITDAU-NUT-BIT-DAU-18-7X38X24,,,,,,,,2,cái,0,,,,,,,,17,2026-07-27T08:39:53.627404+00:00,2026-07-27T08:39:53.627404+00:00,,,bịt đầu 18.7x38x24 · Ngũ kim,
CH0189HG-AL,Stacking Armchair,8055ed6d-a093-42b8-945f-d4208467a3b8,9d8c30ac-09ec-4dc2-8e68-42aeb736970f,PACKAGING,,,Tấm honeycomb lót tay vịn,VT-BB-TAM-HONEYCOMB-LOT-TAY-VIN,,,,,,,,2,cái,0,,,,,,,,27,2026-07-27T08:39:53.627404+00:00,2026-07-27T08:39:53.627404+00:00,,,x40x400mm · Bao bì,
TB0094HG-AL,Bàn CN NW 1725x1000,8077c5eb-700b-495b-b3a1-60205ecbcaf9,a92ef538-fef8-4eee-b2bd-c81fa8b693a7,HARDWARE,,,Vít bắn gỗ,VT-PK-VIT-M4X15,,,,,,,,4,cái,0,,,,,,,,22,2026-07-27T08:39:47.189331+00:00,2026-07-27T08:39:47.189331+00:00,,,M4x15 · Sắt/Thép,
CH0114HG-AL,"Ghế 5 bậc Santorin Khung nhôm, gỗ keo Tay ghế làm bằng gỗ cong",808a94d4-e216-4797-8d47-0d1cb3352659,1959095d-7773-4766-a3b4-ebb37d852937,HARDWARE,,,Long đền,VT-PK-LONGDEN-M10X20,,,,,,,,2,Con,0,,,,,,,,13,2026-07-27T08:40:09.71892+00:00,2026-07-27T08:40:09.71892+00:00,,,"10x20x22, đen · Thép",
CH0165HG-AL,Ghế xếp chồng nhôm vải Naxos,80b5f139-86b6-4ea6-99a7-f1b0c24767d7,f0401a01-d5b1-4296-a70e-90d2f283507b,FRAME,,,Đố sau,VT-AL-HOP-15x35,AL,HOP,,15,35,,453,1,Cái,0,,,,,,,YHG06,3,2026-07-27T08:40:02.457562+00:00,2026-07-27T08:40:02.457562+00:00,,,Hộp 15x35x453mm · Nhôm,
CH0184HG-AL,Rhone 2 Seater Aluminium Lounge,80bca473-9779-4ba1-9e55-1632ff059d2a,f9856e48-3f95-4f76-aa47-20064c5e4460,FRAME,,,Thanh support đỡ nan,VT-AL-HOP-20x35,AL,HOP,,20,35,,630,2,Cái,0,,,,,,,,7,2026-07-27T08:39:49.196697+00:00,2026-07-27T08:39:49.196697+00:00,,,Hộp 20x35x630mm · Nhôm,
CH0114HG-AL,"Ghế 5 bậc Santorin Khung nhôm, gỗ keo Tay ghế làm bằng gỗ cong",80d6f712-2194-4b97-a3b2-b59a3c3963b8,1959095d-7773-4766-a3b4-ebb37d852937,HARDWARE,,,Khớp nối + tai thỏ,VT-PK-KHOP-NOI-TAI-THO,,,,,,,,2,Con,0,,,,,,,Khớp nối và chân,27,2026-07-27T08:40:09.71892+00:00,2026-07-27T08:40:09.71892+00:00,,,,
TB0191HG-AL,Rhone Aluminium Coffee Table,80ebc933-fb76-488b-9f9c-046964b1a2e8,d405717a-b3a3-43e3-9d3b-b7319c0f8016,FRAME,,,Diềm bàn ngắn,VT-AL-HOP-40x60,AL,HOP,,40,60,,520,2,Cái,0,,,,,,,Profile 868,1,2026-07-27T08:39:55.462282+00:00,2026-07-27T08:39:55.462282+00:00,,,Hộp 40x60x520mm · Nhôm,
CH0065HG-AL,Ghế đan mây Rattan,8127f525-22b0-4eef-aa56-b505e7fc65eb,e1d71586-0510-4d64-a775-23e977a2d463,FRAME,,,La bắt gỗ Mê,VT-AL-LA-15x2,AL,LA,,15,2,,465,2,cái,0,,,,,,,,4,2026-07-27T08:40:26.790785+00:00,2026-07-27T08:40:26.790785+00:00,,,La 2x15x465mm · La,
CH0186HG-AL,Muba Sofa Chair,81519180-ba56-4453-917a-a75178e023d8,04734a47-3d9b-4882-ac6a-67235869bc2a,FRAME,,,Thanh dọc mê,VT-AL-HOP-20x60,AL,HOP,,20,60,,650,2,Cái,0,,,,,,,,5,2026-07-27T08:39:51.11612+00:00,2026-07-27T08:39:51.11612+00:00,,,Hộp 20x60x650mm · Nhôm,
CH0114HG-AL,"Ghế 5 bậc Santorin Khung nhôm, gỗ keo Tay ghế làm bằng gỗ cong",81610631-bacd-4f78-85b3-02d5355aebeb,1959095d-7773-4766-a3b4-ebb37d852937,HARDWARE,,,Pat I,VT-PK-PAT,,,,,,,,2,Cái,0,,,,,,,Nối Pat I và mê,11,2026-07-27T08:40:09.71892+00:00,2026-07-27T08:40:09.71892+00:00,,,,
CH0175HG-AL,Ghế xếp Santorin,81d14d44-0134-414a-bb02-121867aff5d0,f9c3198e-89d7-4499-89d5-7587d9af2d47,HARDWARE,,,Bulon 6x45x15,VT-PK-BULONG-M6X45,,,,,,,,2,Con,0,,,,,,,,27,2026-07-27T08:40:13.951696+00:00,2026-07-27T08:40:13.951696+00:00,,,"6x45x15, 7M",
TB0174HG-AL,Bàn xếp Santorin,820b947a-f573-4a62-ba28-0173443d25e8,9999b62a-9e6c-479a-a503-dfb1f5a01eda,HARDWARE,,,Cây chống Riva bo đầu khoan lỗ,VT-PK-CAY-CHONG-RIVA-BO-DAU-KHOAN-LO,,,,,,,,2,Cây,0,,,,,,,,33,2026-07-27T08:40:13.071396+00:00,2026-07-27T08:40:13.071396+00:00,,,,
TB0174HG-AL,Bàn xếp Santorin,82af837a-8eea-40b0-acdb-9957e577a1b0,9999b62a-9e6c-479a-a503-dfb1f5a01eda,WOOD,,,Ngắn kệ gỗ,VT-GO-20x25,WD,PF,TWHG05,20,25,,200,2,Cái,0,,,,,,,,8,2026-07-27T08:40:13.071396+00:00,2026-07-27T08:40:13.071396+00:00,,,TW-HG05 20x25x200mm · Gỗ TW-HG05,
TB0164HG-AL,Bàn CNKG Tilos 180(250)x100x74 cm,8342d546-2868-4255-91c8-0ea3aa60fc20,8e9471e9-4316-4ea6-be0b-7aee3b53fdd3,WOOD,,,Viền dọc cánh lớn,VT-GO-25x46,WD,,,25,46,,820,4,Cái,0,,,,,,,,10,2026-07-27T08:40:01.634461+00:00,2026-07-27T08:40:01.634461+00:00,,,25x46x820mm,
CH0065HG-AL,Ghế đan mây Rattan,83463db3-985d-4e11-8539-3a1ce9ddb564,e1d71586-0510-4d64-a775-23e977a2d463,FRAME,,,La bắt gỗ Tựa,VT-AL-LA-15x2,AL,LA,,15,2,,360,2,cái,0,,,,,,,,3,2026-07-27T08:40:26.790785+00:00,2026-07-27T08:40:26.790785+00:00,,,La 2x15x360mm · La,
SL0181HG-AL,Giường tắm nắng Paxos,83537aaf-b0e6-40b1-874a-0f94290c0823,061e7682-05b0-43e3-a65d-1d7921caa87b,HARDWARE,,,"Lục giác 4x60, 7 màu",VT-PK-LUCGIAC-M4X60,,,,,,,,1,con,0,,,,,,,,38,2026-07-27T08:40:07.914699+00:00,2026-07-27T08:40:07.914699+00:00,,,4x60mm,
CH0197HG-AL,Ghế XC Keros,8356658d-9caf-4d73-afe8-257128a3cae2,814b379d-6f5e-4c81-b87d-66029b8e81b3,WOOD,,,Nan ngồi,VT-GO-22x18,WD,,,22,18,,420,11,cái,0,,,,,,,34,12,2026-07-27T08:40:21.881921+00:00,2026-07-27T08:40:21.881921+00:00,,,Gỗ 22x18x420mm · Gỗ keo,
TB0199HG-IN,"Bàn CNKG Keros khung Inox 180(240)x100cm, nan gỗ keo FSC",839c1b28-7c55-4f83-80c1-c126a9377023,abbc34a3-c6cb-477d-8ec4-0fbed3012bb6,HARDWARE,,,Pát 1 lỗ,VT-PK-PAT-PAT-1-LO-DAY-2-LY,,,,,,,,4,cái,0,,,,,,,hàn 4 góc hộp xoay,34,2026-07-27T08:40:18.145781+00:00,2026-07-27T08:40:18.145781+00:00,,,Dày 2 ly · Inox 304,
CH0187HG-AL,Bar Armchair,83e63a71-f50a-402c-bb45-f5460c1b1fe5,d74c0269-67ef-4343-979b-feef0e4277d9,PACKAGING,,,Nút nhựa đai dây,VT-BB-NUT-NHUA-DAI-DAY,,,,,,,,8,cái,0,,,,,,,,19,2026-07-27T08:39:51.973407+00:00,2026-07-27T08:39:51.973407+00:00,,,Nút nhựa đai dây · Bao bì,
CH0175HG-AL,Ghế xếp Santorin,8407e58e-f644-406a-bac0-abd141f5aeac,f9c3198e-89d7-4499-89d5-7587d9af2d47,HARDWARE,,,Vít 4x12 đầu bằng ren gỗ,VT-PK-VIT-M4X12,,,,,,,,57,Con,0,,,,,,,,26,2026-07-27T08:40:13.951696+00:00,2026-07-27T08:40:13.951696+00:00,,,"4x12 đầu bằng ren gỗ, 7M",
CH0114HG-AL,"Ghế 5 bậc Santorin Khung nhôm, gỗ keo Tay ghế làm bằng gỗ cong",841c723f-df19-48f3-8934-a8a34c0c1262,1959095d-7773-4766-a3b4-ebb37d852937,FRAME,,,Giằng chân,,AL,,,17,30,,530,2,Cái,0,,,,,,,,1,2026-07-27T08:40:09.71892+00:00,2026-07-27T08:40:09.71892+00:00,,,17x30mm · Nhôm,
CH0195HG-IN,"Ghế 5 bậc Keros khung Inox, nan gỗ keo FSC",8421573e-3863-4662-a70c-72ac17de61f4,33351402-69c3-452c-800e-023b985a89f3,HARDWARE,,,"Bịt đầu phi 34, dày 2li, inox 304",VT-PK-BITDAU-BIT-DAU-PHI-34-DAY-2LI-I,,,,,,,,2,Cái,0,,,,,,,,42,2026-07-27T08:40:20.883232+00:00,2026-07-27T08:40:20.883232+00:00,,,Thép/Nhựa,
TB0163HG-AL,"Bàn CN Tilos 150x90 cm, Khung nhôm , gỗ keo",845804a6-c3e6-4afc-9c69-e7bdcd9dc954,00f354d3-fe00-4fb9-a0e3-38327774ee15,HARDWARE,,,Ty sắt 660mm,VT-PK-TY-SAT-660MM-660MM,,,,,,,,4,cái,0,,,,,,,,14,2026-07-27T08:40:00.532777+00:00,2026-07-27T08:40:00.532777+00:00,,,660mm · Sắt,
CH0170HG-AL,Ghế 5 bậc Paxos,8481639f-42f5-469c-8c09-42f0e6ed768f,b6a4f71a-46ec-4e19-bd92-8bae4aed885f,HARDWARE,,,"Bulon 6x25x13, 7 màu",VT-PK-BULONG-M6X25,,,,,,,,2,con,0,,,,,,,,24,2026-07-27T08:40:07.00024+00:00,2026-07-27T08:40:07.00024+00:00,,,6x25x13,
CH0172HG-AL,Ghế xếp chồng Santorin,854fe62e-c6e4-4826-a312-f31b29c1cea6,de910269-dc69-46c7-9438-cb41b1d9d825,HARDWARE,,,Nút bịt cao su,VT-PK-BITDAU-NUT-BIT-CAO-SU,,,,,,,,6,cái,0,,,,,,,,18,2026-07-27T08:40:10.524468+00:00,2026-07-27T08:40:10.524468+00:00,,,Cao su,
TB0182HG-AL,"Bàn CNKG Santorin 150200x90x74 cm Khung nhôm, chân vuông 76",859a6ceb-c8a1-4754-9ff1-a01744816319,ab1d308e-c1ed-413a-962e-fa0665835a57,HARDWARE,,,LĐS 10x20x1.5 xi trắng,VT-PK-LDS-10X20X1-5-XI-TRANG-10X20X1-5MM,,,,,,,,4,Con,0,,,,,,,,36,2026-07-27T08:40:11.363938+00:00,2026-07-27T08:40:11.363938+00:00,,,10x20x1.5mm,
TB0163HG-AL,"Bàn CN Tilos 150x90 cm, Khung nhôm , gỗ keo",85dde095-c845-4593-a1a0-33d828566c07,00f354d3-fe00-4fb9-a0e3-38327774ee15,WOOD,,,Viền ngang giữa,VT-GO-25x65,WD,,,25,65,,850,1,Cái,0,,,,,,,,10,2026-07-27T08:40:00.532777+00:00,2026-07-27T08:40:00.532777+00:00,,,25x65x850mm · Gỗ keo,
CH0175HG-AL,Ghế xếp Santorin,85e79e2d-bb6f-4b57-956f-1d24b30342c1,f9c3198e-89d7-4499-89d5-7587d9af2d47,FRAME,,,Giằng chân trước 1,VT-AL-TRON-19x19,AL,TRON,,19,19,,355,1,Cái,0,,,,,,,,4,2026-07-27T08:40:13.951696+00:00,2026-07-27T08:40:13.951696+00:00,,,"Tròn, 19x19x355mm · Nhôm",
TB0191HG-AL,Rhone Aluminium Coffee Table,86069061-4a61-477a-8569-9e496c846683,d405717a-b3a3-43e3-9d3b-b7319c0f8016,FRAME,,,La bắt chân,VT-AL-HOP-58x58,AL,HOP,,58,58,2,58,4,Cái,0,,,,,,,,2,2026-07-27T08:39:55.462282+00:00,2026-07-27T08:39:55.462282+00:00,,,Hộp 58x58mm · Nhôm,
ST0185HG-AL,Rhone Aluminium Corner Lounge With Cushion,86243f94-35b3-484e-afc8-55f9aff019c1,f4a7504c-aab3-47fe-ab02-b9e3d806ee1d,FRAME,,,Thanh hàn phụ,VT-AL-LA-2x42,AL,LA,,2,42,,127.5,3,Cái,0,,,,,,,Profile 062,9,2026-07-27T08:39:50.289387+00:00,2026-07-27T08:39:50.289387+00:00,,,LA 42x127.5mm · Nhôm,
TB0199HG-IN,"Bàn CNKG Keros khung Inox 180(240)x100cm, nan gỗ keo FSC",86a3d04e-da78-412f-b944-8896bd2f0f4c,abbc34a3-c6cb-477d-8ec4-0fbed3012bb6,HARDWARE,,,Pát xoay,VT-PK-PAT-PAT-XOAY,,,,,,,,2,cái,0,,,,,,,,28,2026-07-27T08:40:18.145781+00:00,2026-07-27T08:40:18.145781+00:00,,,Inox,
TB0173HG-AL,"Bàn CNKG 65130x65x74 cm Khung nhôm, gỗ keo, Sơn graphit",871be3b9-4668-4011-817b-0dbde188e980,5ee3362a-2b90-44ae-a276-666bd840086f,HARDWARE,,,"Vít 4x25 đầu dù đuôi cá, den",VT-PK-VIT-M4X25,,,,,,,,2,Con,0,,,,,,,,25,2026-07-27T08:40:12.237576+00:00,2026-07-27T08:40:12.237576+00:00,,,4x25mm,
TB0094HG-AL,Bàn CN NW 1725x1000,8755b5a9-006e-46c8-991d-586b7ac088cd,a92ef538-fef8-4eee-b2bd-c81fa8b693a7,FRAME,,,Khung bàn lớn/ thanh đỡ nan bàn 2,VT-AL-HOP-14x20,AL,HOP,,14,20,0.8,935,2,Cái,0,,,,,,,,3,2026-07-27T08:39:47.189331+00:00,2026-07-27T08:39:47.189331+00:00,,,Hộp 14x20x935mm · Sắt,
TB0174HG-AL,Bàn xếp Santorin,87623d50-b02a-494e-bf50-b054b5304598,9999b62a-9e6c-479a-a503-dfb1f5a01eda,FRAME,,,Giằng chân trước,VT-AL-TRON-19x19,AL,TRON,,19,19,,560,1,Cái,0,,,,,,,,2,2026-07-27T08:40:13.071396+00:00,2026-07-27T08:40:13.071396+00:00,,,Tròn 19x19x1mm · Nhôm,
SL0181HG-AL,Giường tắm nắng Paxos,879ed825-31a7-42ad-8652-3dc3225ea72d,061e7682-05b0-43e3-a65d-1d7921caa87b,HARDWARE,,,"LĐS 6x16x1, đen",VT-PK-LDS-6X16X1-DEN-6X16X1MM,,,,,,,,12,con,0,,,,,,,,22,2026-07-27T08:40:07.914699+00:00,2026-07-27T08:40:07.914699+00:00,,,6x16x1mm,
CH0180HG-AL,Ghế 5 bậc Toblino,879fb1ae-78f1-4a62-a2da-eba3618882c0,686a1fc9-ecb3-4d78-9fd9-6815b90375e0,FRAME,,,Pas mê trên,VT-AL-LA-4x25,AL,LA,,4,25,,27,2,Cái,0,,,,,,,,7,2026-07-27T08:40:17.275135+00:00,2026-07-27T08:40:17.275135+00:00,,,LA 4x25mm · Nhôm,
TB0198HG-IN,"Bàn Keros 150x90 khung Inox, nan gỗ keo FSC",880b0c1b-d1be-43c0-b6fc-a671d627eeb6,c835fe7a-b3b4-40ed-a1ee-3e432f3166ed,HARDWARE,,,"Eru 10 ko keo, xi trắng",VT-PK-ERU-10-KO-KEO-XI-TRANG,,,,,,,,4,con,0,,,,,,,,15,2026-07-27T08:40:22.700984+00:00,2026-07-27T08:40:22.700984+00:00,,,Thép/Nhựa,
CH0172HG-AL,Ghế xếp chồng Santorin,880eecce-d311-4406-af37-d59a785989e4,de910269-dc69-46c7-9438-cb41b1d9d825,FRAME,,,Pass chân trước,VT-AL-LA-3x25,AL,LA,,3,25,,60,2,Cái,0,,,,,,,,7,2026-07-27T08:40:10.524468+00:00,2026-07-27T08:40:10.524468+00:00,,,La 3x25x3mm · Nhôm,
CH0175HG-AL,Ghế xếp Santorin,884155b0-5d63-4d05-b119-5c4b37c94451,f9c3198e-89d7-4499-89d5-7587d9af2d47,HARDWARE,,,Eru 6 keo,VT-PK-ERU-6-KEO-6-KEO-7M,,,,,,,,2,Con,0,,,,,,,,33,2026-07-27T08:40:13.951696+00:00,2026-07-27T08:40:13.951696+00:00,,,6 keo 7M,
TB0171HG-AL,"Bàn C Khung nhôm, gỗ keo",88695bc6-45d0-43fc-af5c-5fd47fd7fc37,abeb5e10-1330-4722-b5e3-2e545cf71042,FRAME,,,Viền bàn dài,VT-AL-PF-TWHG05,AL,PF,TWHG05,20,25,,415,2,Cái,0,,,,,,,,0,2026-07-27T08:40:08.829918+00:00,2026-07-27T08:40:08.829918+00:00,,,TW-HG05 20x25mm · Nhôm,
CH0175HG-AL,Ghế xếp Santorin,8897484f-eeb4-48e3-bd05-5735656acbb6,f9c3198e-89d7-4499-89d5-7587d9af2d47,FRAME,,,Dọc tựa đỡ gỗ,VT-AL-LA-2x22,AL,LA,,2,22,,305,2,Cái,0,,,,,,,,7,2026-07-27T08:40:13.951696+00:00,2026-07-27T08:40:13.951696+00:00,,,"LA, 2x22x305mm · Nhôm",
BN0190HG-AL,Picnic Bench,88d89c4c-b014-4736-bb4f-ddcbeb315d3d,f3c3b6bf-a169-426c-8d4b-6711034ab64f,FRAME,,,Chân,VT-AL-HOP-70x70,AL,HOP,,70,70,,424,4,Cái,0,,,,,,,Profile  870,0,2026-07-27T08:39:54.526888+00:00,2026-07-27T08:39:54.526888+00:00,,,Hộp 70x70x424mm · Nhôm,
TB0182HG-AL,"Bàn CNKG Santorin 150200x90x74 cm Khung nhôm, chân vuông 76",8931a87d-140f-4a3d-bb6b-3bf013dd63a7,ab1d308e-c1ed-413a-962e-fa0665835a57,FRAME,,,Diềm Ngắn,VT-AL-HOP-20x45,AL,HOP,,20,45,,850,2,Cái,0,,,,,,,A708,2,2026-07-27T08:40:11.363938+00:00,2026-07-27T08:40:11.363938+00:00,,,Hộp 20x45x1mm · Nhôm,
CH0184HG-AL,Rhone 2 Seater Aluminium Lounge,895484e4-0491-44ea-b1ae-1c50024269d0,f9856e48-3f95-4f76-aa47-20064c5e4460,FRAME,,,Giằng chân,VT-AL-HOP-20x35,AL,HOP,,20,35,,630,2,Cái,0,,,,,,,,4,2026-07-27T08:39:49.196697+00:00,2026-07-27T08:39:49.196697+00:00,,,Hộp 20x35x630mm · Nhôm,
TB0173HG-AL,"Bàn CNKG 65130x65x74 cm Khung nhôm, gỗ keo, Sơn graphit",895487b8-5c1a-4ec8-b197-3ade5b527269,5ee3362a-2b90-44ae-a276-666bd840086f,HARDWARE,,,"LĐN 6x16x10 ly, đen",VT-PK-LDN-6X16X10-LY-DEN-6X16X10-LY,,,,,,,,2,con,0,,,,,,,,14,2026-07-27T08:40:12.237576+00:00,2026-07-27T08:40:12.237576+00:00,,,6x16x10 ly,
TB0202HG-AL,Bàn bằng nhôm gỗ bạch đàn FSC,896a2cf6-e56f-44c7-9202-19d4fb932100,05d5b12f-3f0f-4262-b697-147448ec6bd1,FRAME,,,Diềm bàn ngắn,VT-AL-HOP-50x25,AL,HOP,,50,25,,770,2,cái,0,,,,,,,,1,2026-07-27T08:40:25.972919+00:00,2026-07-27T08:40:25.972919+00:00,,,Hộp 25x50x770mm · Hộp,
TB0167HG-AL,"Bàn CN nhôm gỗ keo 150x90 cm , sơn bạc",8976721c-b40c-42b6-aebd-3c4b14ff22ce,02b7c853-9ac4-41c3-ada0-f619f6735301,WOOD,,,Nan bàn,VT-GO-12x53,WD,,,12,53,,900,26,Cái,0,,,,,,,,7,2026-07-27T08:40:04.076887+00:00,2026-07-27T08:40:04.076887+00:00,,,12x53x900mm · Gỗ keo,
CH0195HG-IN,"Ghế 5 bậc Keros khung Inox, nan gỗ keo FSC",897cca00-b4ac-410f-8599-3e142c804414,33351402-69c3-452c-800e-023b985a89f3,HARDWARE,,,"Pát thỏ Inox, 3ly, dày 2.5li, rộng 45mm, dài 75mm",VT-PK-PAT-PAT-THO-INOX-3LY-DAY-2-5,,,,,,,,2,cái,0,,,,,,,Hàn vào pat I,26,2026-07-27T08:40:20.883232+00:00,2026-07-27T08:40:20.883232+00:00,,,Thép/Nhựa,
TB0199HG-IN,"Bàn CNKG Keros khung Inox 180(240)x100cm, nan gỗ keo FSC",899728bf-e575-462a-8fda-b352ac85f734,abbc34a3-c6cb-477d-8ec4-0fbed3012bb6,HARDWARE,,,Bộ gót tăng đơ vuông 60 xám,VT-PK-TANGDO-BO-GOT-TANG-DO-VUONG-60-,,,,,,,,4,bộ,0,,,,,,,,19,2026-07-27T08:40:18.145781+00:00,2026-07-27T08:40:18.145781+00:00,,,Vuông 60,
CH0188HG-AL,Stacking Armchair,89976fab-29ad-4f4b-b30d-efa373c89677,e8973176-e4ea-48ca-af9b-3be8ebadfe91,PACKAGING,,,Carton đai dây,VT-BB-CARTON-DAI-DAY,,,,,,,,4,cái,0,,,,,,,,20,2026-07-27T08:39:52.817133+00:00,2026-07-27T08:39:52.817133+00:00,,,x100x200mm · Bao bì,
CH0172HG-AL,Ghế xếp chồng Santorin,89a21ea7-2319-4203-a420-531ccda1200d,de910269-dc69-46c7-9438-cb41b1d9d825,FRAME,,,Dọc ngồi,VT-AL-HOP-15x35,AL,HOP,,15,35,,439,2,Cái,0,,,,,,,,4,2026-07-27T08:40:10.524468+00:00,2026-07-27T08:40:10.524468+00:00,,,Hộp 15x35x1mm · Nhôm,
CH0170HG-AL,Ghế 5 bậc Paxos,8a0cf6c3-400d-4d55-9695-4a10b64343d0,b6a4f71a-46ec-4e19-bd92-8bae4aed885f,FRAME,,,Dọc tựa,VT-AL-PF-TDB56,AL,PF,TDB56,24,24.5,,720,2,Cái,0,,,,,,,,2,2026-07-27T08:40:07.00024+00:00,2026-07-27T08:40:07.00024+00:00,,,TD-B56 24x24.5x720mm · Nhôm,
CH0113HG-AL,Armchair,8a54996d-900a-48b6-8b08-a9866bda85da,df8b1a79-e9a3-4514-b995-7239f1f0dacd,FRAME,,,Pát bắt Pen,VT-AL-LA-5x20,AL,LA,,5,20,,140,1,Cái,0,,,,,,,,14,2026-07-27T08:39:58.82981+00:00,2026-07-27T08:39:58.82981+00:00,,,La 5x20x140x4mm · Nhôm,
CH0201HG-IN,"Ghế 5 bậc Ferrara khung Inox, vải fabric, tay gỗ keo",8ae12d94-e25f-488b-96c0-6c31024a5d90,527ef8dc-ab18-4fd7-a30f-0bf800df1e6d,FRAME,,,Pat mê tựa,VT-IN-LA-2x2,IN,LA,,2,2,,,2,cái,0,,,,,,,,14,2026-07-27T08:40:24.339854+00:00,2026-07-27T08:40:24.339854+00:00,,,La 2x0x0mm · La,
BN0190HG-AL,Picnic Bench,8b2c47a1-e03a-47c1-aaf5-73cc63ce64ba,f3c3b6bf-a169-426c-8d4b-6711034ab64f,WOOD,,,Nan giữa,VT-GO-20x120,WD,,,20,120,,360,13,Cái,0,,,,,,,,5,2026-07-27T08:39:54.526888+00:00,2026-07-27T08:39:54.526888+00:00,,,Gỗ 20x120x360mm · Gỗ Bạch đàn,
CH0170HG-AL,Ghế 5 bậc Paxos,8b5f035d-83ee-4340-9865-631ff4ce0917,b6a4f71a-46ec-4e19-bd92-8bae4aed885f,HARDWARE,,,"Vít 6x50, 7 màu",VT-PK-VIT-M6X50,,,,,,,,2,con,0,,,,,,,,22,2026-07-27T08:40:07.00024+00:00,2026-07-27T08:40:07.00024+00:00,,,6x50,
CH0187HG-AL,Bar Armchair,8b8f4b2b-bc6d-4750-800e-c36a41c3e784,d74c0269-67ef-4343-979b-feef0e4277d9,WOOD,,,Tay vịn,VT-GO-15x41,WD,,,15,41,,476,2,Cái,0,,,,,,,,8,2026-07-27T08:39:51.973407+00:00,2026-07-27T08:39:51.973407+00:00,,,Gỗ 15x41x476mm · Gỗ Bạch đàn,
TB0169HG-AL,Bàn CNKG Paxos,8bcaf066-fbce-4170-942c-a78cf04ca8f9,c6dfe1af-fe46-4d1d-9e76-808d93b8ee0d,HARDWARE,,,Vít,VT-PK-VIT-M4X15,,,,,,,,6,con,0,,,,,,,,29,2026-07-27T08:40:06.036147+00:00,2026-07-27T08:40:06.036147+00:00,,,4x15 đầu bằng ren gỗ 7 màu,
CH0195HG-IN,"Ghế 5 bậc Keros khung Inox, nan gỗ keo FSC",8bd3d72f-1423-412e-abe4-1eacef6d5127,33351402-69c3-452c-800e-023b985a89f3,HARDWARE,,,LĐ inox 304 6x18x2 ly,VT-PK-LD-INOX-304-6X18X2-LY,,,,,,,,2,con,0,,,,,,,Làm cùi nối,36,2026-07-27T08:40:20.883232+00:00,2026-07-27T08:40:20.883232+00:00,,,Thép/Nhựa,
TB0167HG-AL,"Bàn CN nhôm gỗ keo 150x90 cm , sơn bạc",8be88d0b-2e54-4564-aaed-78e245c335fb,02b7c853-9ac4-41c3-ada0-f619f6735301,FRAME,,,Diềm bàn,VT-AL-HOP-22x60,AL,HOP,,22,60,,1500,2,Cái,0,,,,,,,,0,2026-07-27T08:40:04.076887+00:00,2026-07-27T08:40:04.076887+00:00,,,Hộp 22x60x1mm · Nhôm,
CH0175HG-AL,Ghế xếp Santorin,8bef318c-aa47-4e2d-9713-5c5bc01e8e2e,f9c3198e-89d7-4499-89d5-7587d9af2d47,HARDWARE,,,Nút bịt Oval phi 25 đầu bằng đen,VT-PK-BITDAU-NUT-BIT-OVAL-PHI-25-DAU-,,,,,,,,6,Cái,0,,,,,,,,14,2026-07-27T08:40:13.951696+00:00,2026-07-27T08:40:13.951696+00:00,,,Nút bịt Oval phi 25 đầu bằng đen,
TB0208HG-AL,Table,8c1ff465-5635-4011-9d39-70c2501f8804,98daab70-c88c-4903-a3c5-c4361d10f38e,PACKAGING,,7,Màng PE,VT-BB-MANG-PE,,,,,,,,4,m,0,,,,,,,,11,2026-07-27T09:22:30.150883+00:00,2026-07-27T09:22:30.150883+00:00,,,,
CH0001HG-AL,Ghế XC Naxos tay vịn nhôm gián giấy,8c4e1f93-e101-4a07-b6a3-aa682710e518,01ff6358-52cf-45d5-ac91-c853c5cf474d,FRAME,,,Pát mê,VT-AL-LA-20x2,AL,LA,,20,2,,70,2,cái,0,,,,,,,,6,2026-07-27T08:40:25.178285+00:00,2026-07-27T08:40:25.178285+00:00,,,La 2x20x70mm · La,
