code,name,nhom,vat_lieu,dang,tiet_dien_a_mm,tiet_dien_b_mm,day_thanh_mm,unit,so_dong_bom,so_san_pham,can_ra_tay,cac_cach_viet_goc
VT-GO-GOI-NHO-150x400,gối nhỏ,GO / POLYWOOD,,,150,400,,,2,1,CẦN RÀ,gối nhỏ
VT-GO-GOI-NHO-180x430,Gối nhỏ,GO / POLYWOOD,,,180,430,,,7,1,CẦN RÀ,Gối nhỏ
VT-GO-GON-TOI-QUAN,GÒN TƠI + QUẤN,GO / POLYWOOD,,,,,,,15,2,CẦN RÀ,GÒN TƠI + QUẤN
VT-GO-HONG-HOC-KEO-TRONG-10x125,hông hộc kéo trong,GO / POLYWOOD,,,10,125,,,1,1,CẦN RÀ,hông hộc kéo trong
VT-GO-KE-DUOI-15x360,Kệ dưới,GO / POLYWOOD,,,15,360,,,1,1,CẦN RÀ,Kệ dưới
VT-GO-KE-GIUA-15x360,Kệ giữa,GO / POLYWOOD,,,15,360,,,1,1,CẦN RÀ,Kệ giữa
VT-GO-KE-TAY-25x45,Kê tay,GO / POLYWOOD,,,25,45,,,1,1,CẦN RÀ,Kê tay
VT-GO-KHUNG-NGANG-DUOI-20x30,Khung ngang dưới,GO / POLYWOOD,,,20,30,,,1,1,CẦN RÀ,Khung ngang dưới
VT-GO-KINH-5x900,Kính,GO / POLYWOOD,,,5,900,,,1,1,CẦN RÀ,Kính
VT-GO-KINH-MAU-5x838,Kính màu,GO / POLYWOOD,,,5,838,,,4,1,CẦN RÀ,Kính màu
VT-GO-LK-NAN-12x58,LK nan,GO / POLYWOOD,,,12,58,,,1,1,CẦN RÀ,LK nan
VT-GO-LK-NAN-2-CANH-15x50,LK nan 2 cánh,GO / POLYWOOD,,,15,50,,,1,1,CẦN RÀ,LK nan 2 cánh
VT-GO-LK-NAN-BAN-12x40,LK nan bàn,GO / POLYWOOD,,,12,40,,,3,2,CẦN RÀ,LK nan bàn
VT-GO-LK-NAN-BAN-15x40,LK nan bàn,GO / POLYWOOD,,,15,40,,,1,1,CẦN RÀ,LK nan bàn
VT-GO-LK-NAN-CANH-GIUA-15x50,LK nan cánh giữa,GO / POLYWOOD,,,15,50,,,1,1,CẦN RÀ,LK nan cánh giữa
VT-GO-LK-NAN-CANH-LON-1-18x40,LK nan cánh lớn 1,GO / POLYWOOD,,,18,40,,,1,1,CẦN RÀ,LK nan cánh lớn 1
VT-GO-LK-NAN-CANH-LON-2-18x60,LK nan cánh lớn 2,GO / POLYWOOD,,,18,60,,,1,1,CẦN RÀ,LK nan cánh lớn 2
VT-GO-LK-NAN-KHUNG-GIUA-15x60,LK nan khung giữa,GO / POLYWOOD,,,15,60,,,1,1,CẦN RÀ,LK nan khung giữa
VT-GO-LK-NAN-KHUNG-TRAI-PHAI-15x60,LK nan khung trái + phải,GO / POLYWOOD,,,15,60,,,1,1,CẦN RÀ,LK nan khung trái + phải
VT-GO-LK-O-GIUA-1-18x60,LK ô giữa 1,GO / POLYWOOD,,,18,60,,,1,1,CẦN RÀ,LK ô giữa 1
VT-GO-LK-O-GIUA-2-18x50,LK ô giữa 2,GO / POLYWOOD,,,18,50,,,1,1,CẦN RÀ,LK ô giữa 2
VT-GO-LUNG-1-100x800,Lưng 1,GO / POLYWOOD,,,100,800,,,2,1,CẦN RÀ,Lưng 1
VT-GO-LUNG-100x760,Lưng,GO / POLYWOOD,,,100,760,,,1,1,CẦN RÀ,Lưng
VT-GO-LUNG-2-100x700,Lưng 2,GO / POLYWOOD,,,100,700,,,2,1,CẦN RÀ,Lưng 2
VT-GO-LUNG-HOC-KEO-TRONG-10x125,Lưng hộc kéo trong,GO / POLYWOOD,,,10,125,,,1,1,CẦN RÀ,Lưng hộc kéo trong
VT-GO-MAT-BAN-18x750,Mặt bàn,GO / POLYWOOD,,,18,750,,,1,1,CẦN RÀ,Mặt bàn
VT-GO-MAT-BAN-20x415,mặt bàn,GO / POLYWOOD,,,20,415,,,1,1,CẦN RÀ,mặt bàn
VT-GO-MAT-BAN-GO-KEO-18x1205,Mặt bàn gỗ keo,GO / POLYWOOD,,,18,1205,,,1,1,CẦN RÀ,Mặt bàn gỗ keo
VT-GO-MAT-TREN-DAY-HOC-KEO-15x375,Mặt trên+ đáy hộc kéo,GO / POLYWOOD,,,15,375,,,1,1,CẦN RÀ,Mặt trên+ đáy hộc kéo
VT-GO-MAT-TRUOC-HOC-KEO-20x140,Mặt trước hộc kéo,GO / POLYWOOD,,,20,140,,,1,1,CẦN RÀ,Mặt trước hộc kéo
VT-GO-ME-NGOI-260x675,Mê ngồi,GO / POLYWOOD,,,260,675,,,2,1,CẦN RÀ,Mê ngồi
VT-GO-MOUS,MOUS,GO / POLYWOOD,,,,,,,15,2,CẦN RÀ,MOUS
VT-GO-NAN-10x43,Nan,GO / POLYWOOD,,,10,43,,,1,1,CẦN RÀ,Nan
VT-GO-NAN-10x85,Nan,GO / POLYWOOD,,,10,85,,,2,2,CẦN RÀ,Nan
VT-GO-NAN-12x100,Nan,GO / POLYWOOD,,,12,100,,,1,1,CẦN RÀ,Nan
VT-GO-NAN-15x95,Nan,GO / POLYWOOD,,,15,95,,,5,3,CẦN RÀ,Nan
VT-GO-NAN-BAN-10x95,Nan bàn,GO / POLYWOOD,,,10,95,,,2,2,CẦN RÀ,Nan bàn
VT-GO-NAN-BAN-12x40,Nan bàn,GO / POLYWOOD,,,12,40,,,4,3,CẦN RÀ,Nan bàn
VT-GO-NAN-BAN-12x58,Nan bàn,GO / POLYWOOD,,,12,58,,,1,1,CẦN RÀ,Nan bàn
VT-GO-NAN-BAN-12x60,Nan bàn,GO / POLYWOOD,,,12,60,,,1,1,CẦN RÀ,Nan bàn
VT-GO-NAN-BAN-12x95,Nan bàn,GO / POLYWOOD,,,12,95,,,1,1,CẦN RÀ,Nan bàn
VT-GO-NAN-BAN-15x50,Nan bàn,GO / POLYWOOD,,,15,50,,,1,1,CẦN RÀ,Nan bàn
VT-GO-NAN-BAN-15x60,Nan bàn,GO / POLYWOOD,,,15,60,,,1,1,CẦN RÀ,Nan bàn
VT-GO-NAN-BAN-15x70,Nan bàn,GO / POLYWOOD,,,15,70,,,1,1,CẦN RÀ,Nan bàn
VT-GO-NAN-BAN-15x85,Nan Bàn,GO / POLYWOOD,,,15,85,,,2,1,CẦN RÀ,Nan Bàn
VT-GO-NAN-BAN-15x97,Nan Bàn,GO / POLYWOOD,,,15,97,,,2,2,CẦN RÀ,Nan Bàn
VT-GO-NAN-BAN-2-BEN-30x60,Nan Bàn 2 bên,GO / POLYWOOD,,,30,60,,,1,1,CẦN RÀ,Nan Bàn 2 bên
VT-GO-NAN-BAN-2-CANH-10x70,Nan bàn 2 cánh,GO / POLYWOOD,,,10,70,,,1,1,CẦN RÀ,Nan bàn 2 cánh
VT-GO-NAN-BAN-CANH-GIUA-10x70,Nan bàn cánh giữa,GO / POLYWOOD,,,10,70,,,1,1,CẦN RÀ,Nan bàn cánh giữa
VT-GO-NAN-BAN-DUOI-15x85,nan bàn dưới,GO / POLYWOOD,,,15,85,,,2,2,CẦN RÀ,nan bàn dưới
VT-GO-NAN-BAN-KHUNG-GIUA-10x60,Nan bàn khung giữa,GO / POLYWOOD,,,10,60,,,1,1,CẦN RÀ,Nan bàn khung giữa
VT-GO-NAN-BAN-KHUNG-TRAI-PHAI-10x60,Nan bàn khung trái+phải,GO / POLYWOOD,,,10,60,,,1,1,CẦN RÀ,Nan bàn khung trái+phải
VT-GO-NAN-BAN-NGOAI-15x70,Nan bàn ngoài,GO / POLYWOOD,,,15,70,,,1,1,CẦN RÀ,Nan bàn ngoài
VT-GO-NAN-BAN-PHU-10x43,Nan bàn phụ,GO / POLYWOOD,,,10,43,,,1,1,CẦN RÀ,Nan bàn phụ
VT-GO-NAN-BAN-PHU-10x70,Nan bàn phụ,GO / POLYWOOD,,,10,70,,,2,2,CẦN RÀ,Nan bàn phụ
VT-GO-NAN-BAN-TRONG-15x30,Nan bàn trong,GO / POLYWOOD,,,15,30,,,1,1,CẦN RÀ,Nan bàn trong
VT-GO-NAN-BAN-TRUOC-SAU-30x60,Nan bàn trước sau,GO / POLYWOOD,,,30,60,,,1,1,CẦN RÀ,Nan bàn trước sau
VT-GO-NAN-CANH-LON-1-33x59,Nan cánh lớn 1,GO / POLYWOOD,,,33,59,,,1,1,CẦN RÀ,Nan cánh lớn 1
VT-GO-NAN-CANH-LON-2-15x59,Nan cánh lớn 2,GO / POLYWOOD,,,15,59,,,1,1,CẦN RÀ,Nan cánh lớn 2
VT-GO-NAN-DO-MAT-BAN-8-DOAN-LAY-CHIEU-DA-10x50,"Nan đỡ mặt bàn (8 đoạn,  lấy chìêu dài  tổng)",GO / POLYWOOD,,,10,50,,,1,1,CẦN RÀ,"Nan đỡ mặt bàn (8 đoạn,  lấy chìêu dài  tổng)"
VT-GO-NAN-DOC-2-CACH-LON-15x70,Nan  dọc 2 cách lớn,GO / POLYWOOD,,,15,70,,,2,2,CẦN RÀ,Nan  dọc 2 cách lớn
VT-GO-NAN-DOC-CANH-GIUA-15x70,Nan dọc cánh giữa,GO / POLYWOOD,,,15,70,,,2,2,CẦN RÀ,Nan dọc cánh giữa
VT-GO-NAN-GIUA-15x50,Nan Giữa,GO / POLYWOOD,,,15,50,,,2,2,CẦN RÀ,Nan Giữa
VT-GO-NAN-KHUNG-GIUA-12x43,Nan khung giữa,GO / POLYWOOD,,,12,43,,,1,1,CẦN RÀ,Nan khung giữa
VT-GO-NAN-KHUNG-TRAI-PHAI-12x43,Nan khung trái + phải,GO / POLYWOOD,,,12,43,,,1,1,CẦN RÀ,Nan khung trái + phải
VT-GO-NAN-LON-1-15x85,Nan lớn 1,GO / POLYWOOD,,,15,85,,,1,1,CẦN RÀ,Nan lớn 1
VT-GO-NAN-LON-2-15x85,Nan lớn 2,GO / POLYWOOD,,,15,85,,,1,1,CẦN RÀ,Nan lớn 2
VT-GO-NAN-LON-3-15x85,Nan lớn 3,GO / POLYWOOD,,,15,85,,,1,1,CẦN RÀ,Nan lớn 3
VT-GO-NAN-LON-4-15x85,Nan lớn 4,GO / POLYWOOD,,,15,85,,,1,1,CẦN RÀ,Nan lớn 4
VT-GO-NAN-LON-5-15x85,Nan lớn 5,GO / POLYWOOD,,,15,85,,,1,1,CẦN RÀ,Nan lớn 5
VT-GO-NAN-MAT-DUOI-10x95,Nan mặt dưới,GO / POLYWOOD,,,10,95,,,1,1,CẦN RÀ,Nan mặt dưới
VT-GO-NAN-MAT-TREN-10x70,Nan mặt trên,GO / POLYWOOD,,,10,70,,,1,1,CẦN RÀ,Nan mặt trên
VT-GO-NAN-ME-NGOI-10x40,Nan mê ngồi,GO / POLYWOOD,,,10,40,,,2,2,CẦN RÀ,Nan mê ngồi
VT-GO-NAN-NGANG-15x70,Nan ngang,GO / POLYWOOD,,,15,70,,,1,1,CẦN RÀ,Nan ngang
VT-GO-NAN-NGOAI-MC-15x44,Nan ngoài MC,GO / POLYWOOD,,,15,44,,,1,1,CẦN RÀ,Nan ngoài MC
VT-GO-NAN-NGOAI-MC-15x70,Nan ngoài MC,GO / POLYWOOD,,,15,70,,,1,1,CẦN RÀ,Nan ngoài MC
VT-GO-NAN-NGOAI-MP-15x44,Nan ngoài MP,GO / POLYWOOD,,,15,44,,,1,1,CẦN RÀ,Nan ngoài MP
VT-GO-NAN-NGOAI-MP-15x70,Nan ngoài MP,GO / POLYWOOD,,,15,70,,,1,1,CẦN RÀ,Nan ngoài MP
VT-GO-NAN-NGOI,Nan ngồi,GO / POLYWOOD,,,,,,,1,1,CẦN RÀ,Nan ngồi
VT-GO-NAN-NGOI-15x50,Nan ngồi,GO / POLYWOOD,,,15,50,,,2,2,CẦN RÀ,Nan ngồi
VT-GO-NAN-NHO-1-15x50,Nan nhỏ 1,GO / POLYWOOD,,,15,50,,,1,1,CẦN RÀ,Nan nhỏ 1
VT-GO-NAN-NHO-2-15x50,Nan nhỏ 2,GO / POLYWOOD,,,15,50,,,1,1,CẦN RÀ,Nan nhỏ 2
VT-GO-NAN-NHO-2-CANH-15x30,Nan nhỏ 2 cánh,GO / POLYWOOD,,,15,30,,,2,2,CẦN RÀ,Nan nhỏ 2 cánh
VT-GO-NAN-NHO-3-15x50,Nan nhỏ 3,GO / POLYWOOD,,,15,50,,,1,1,CẦN RÀ,Nan nhỏ 3
VT-GO-NAN-NHO-4-15x50,Nan nhỏ 4,GO / POLYWOOD,,,15,50,,,2,1,CẦN RÀ,Nan nhỏ 4
VT-GO-NAN-NHO-CANH-GIUA-15x30,Nan nhỏ cánh giữa,GO / POLYWOOD,,,15,30,,,2,2,CẦN RÀ,Nan nhỏ cánh giữa
VT-GO-NAN-O-GIUA-1-33x59,Nan ô giữa 1,GO / POLYWOOD,,,33,59,,,1,1,CẦN RÀ,Nan ô giữa 1
VT-GO-NAN-O-GIUA-2-15x59,Nan ô giữa 2,GO / POLYWOOD,,,15,59,,,1,1,CẦN RÀ,Nan ô giữa 2
VT-GO-NAN-TRONG-15x50,Nan Trong,GO / POLYWOOD,,,15,50,,,1,1,CẦN RÀ,Nan Trong
VT-GO-NAN-TRONG-MC-15x22,Nan trong MC,GO / POLYWOOD,,,15,22,,,1,1,CẦN RÀ,Nan trong MC
VT-GO-NAN-TRONG-MC-15x30,Nan trong MC,GO / POLYWOOD,,,15,30,,,1,1,CẦN RÀ,Nan trong MC
VT-GO-NAN-TRONG-MP-15x22,Nan trong MP,GO / POLYWOOD,,,15,22,,,1,1,CẦN RÀ,Nan trong MP
VT-GO-NAN-TRONG-MP-15x30,Nan trong MP,GO / POLYWOOD,,,15,30,,,1,1,CẦN RÀ,Nan trong MP
VT-GO-NAN-TUA,Nan tựa,GO / POLYWOOD,,,,,,,1,1,CẦN RÀ,Nan tựa
VT-GO-NAN-TUA-10x40,Nan tựa,GO / POLYWOOD,,,10,40,,,2,2,CẦN RÀ,Nan tựa
VT-GO-NEM-100x500,Nệm,GO / POLYWOOD,,,100,500,,,1,1,CẦN RÀ,Nệm
VT-GO-NEM-150x680,Nệm,GO / POLYWOOD,,,150,680,,,10,2,CẦN RÀ,Nệm
VT-GO-NEM-260x675,Nệm,GO / POLYWOOD,,,260,675,,,1,1,CẦN RÀ,Nệm
VT-GO-NEM-260x742,Nệm,GO / POLYWOOD,,,260,742,,,1,1,CẦN RÀ,Nệm
VT-GO-NEM-260x775,Nệm,GO / POLYWOOD,,,260,775,,,1,1,CẦN RÀ,Nệm
VT-GO-NEM-340x804,Nệm,GO / POLYWOOD,,,340,804,,,1,1,CẦN RÀ,Nệm
VT-GO-NEM-60x470,Nệm,GO / POLYWOOD,,,60,470,,,1,1,CẦN RÀ,Nệm
VT-GO-NEM-LUNG-100x757,Nệm lưng,GO / POLYWOOD,,,100,757,,,4,1,CẦN RÀ,Nệm lưng
VT-GO-NEM-NGOI-260x1515,Nệm ngồi,GO / POLYWOOD,,,260,1515,,,4,1,CẦN RÀ,Nệm ngồi
VT-GO-NEM-TAY-160x520,Nệm tay,GO / POLYWOOD,,,160,520,,,1,1,CẦN RÀ,Nệm tay
VT-GO-NEM-TAY-160x775,Nệm tay,GO / POLYWOOD,,,160,775,,,4,1,CẦN RÀ,Nệm tay
VT-GO-NEM-TUA-100x1515,Nệm Tựa,GO / POLYWOOD,,,100,1515,,,4,1,CẦN RÀ,Nệm Tựa
VT-GO-NEM-TUA-100x762,nệm tựa,GO / POLYWOOD,,,100,762,,,2,2,CẦN RÀ,nệm tựa
VT-GO-NEM-TUA-GIUA-150x680,Nệm tựa giữa,GO / POLYWOOD,,,150,680,,,1,1,CẦN RÀ,Nệm tựa giữa
VT-GO-NGANG-BIEN-KHUNG-TRAI-PHAI-1-25x60,Ngang biên khung trái phải 1,GO / POLYWOOD,,,25,60,,,1,1,CẦN RÀ,Ngang biên khung trái phải 1
VT-GO-NGANG-BIEN-KHUNG-TRAI-PHAI-2-25x60,Ngang biên khung trái phải 2,GO / POLYWOOD,,,25,60,,,1,1,CẦN RÀ,Ngang biên khung trái phải 2
VT-GO-NGANG-KHUNG-GIUA-20x42,Ngang khung giữa,GO / POLYWOOD,,,20,42,,,1,1,CẦN RÀ,Ngang khung giữa
VT-GO-NGANG-KHUNG-TRAI-PHAI-1-20x44,Ngang khung trái + phải 1,GO / POLYWOOD,,,20,44,,,1,1,CẦN RÀ,Ngang khung trái + phải 1
VT-GO-NGANG-KHUNG-TRAI-PHAI-2-20x75,Ngang khung trái + phải 2,GO / POLYWOOD,,,20,75,,,1,1,CẦN RÀ,Ngang khung trái + phải 2
VT-GO-NGANG-NGOAI-CANH-GIUA-25x70,Ngang ngoài cánh giữa,GO / POLYWOOD,,,25,70,,,1,1,CẦN RÀ,Ngang ngoài cánh giữa
VT-GO-NGANG-NGOAI-KHUNG-2-CANH-25x70,Ngang ngoài khung 2 cánh,GO / POLYWOOD,,,25,70,,,1,1,CẦN RÀ,Ngang ngoài khung 2 cánh
VT-GO-NGANG-NGOI-SAU-22x35,Ngang ngồi sau,GO / POLYWOOD,,,22,35,,,2,2,CẦN RÀ,Ngang ngồi sau
VT-GO-NGANG-NGOI-TRUOC-22x40,Ngang ngồi trước,GO / POLYWOOD,,,22,40,,,2,2,CẦN RÀ,Ngang ngồi trước
VT-GO-NGANG-TRONG-KHUNG-2-CANH-25x70,Ngang trong khung 2 cánh,GO / POLYWOOD,,,25,70,,,1,1,CẦN RÀ,Ngang trong khung 2 cánh
VT-GO-NGANG-TUA-TRON-24x24,Ngang tựa tròn,GO / POLYWOOD,,,24,24,,,2,2,CẦN RÀ,Ngang tựa tròn
VT-GO-NIEM-DAU-100x762,niệm đầu,GO / POLYWOOD,,,100,762,,,2,2,CẦN RÀ,niệm đầu
VT-GO-TAY-10x90,Tay,GO / POLYWOOD,,,10,90,,,5,2,CẦN RÀ,Tay
VT-GO-TAY-15x40,Tay,GO / POLYWOOD,,,15,40,,,1,1,CẦN RÀ,Tay
VT-GO-TAY-20x80,Tay,GO / POLYWOOD,,,20,80,,,2,1,CẦN RÀ,Tay
VT-GO-TAY-22x60,tay,GO / POLYWOOD,,,22,60,,,1,1,CẦN RÀ,tay
VT-GO-TAY-25x25,Tay,GO / POLYWOOD,,,25,25,,,1,1,CẦN RÀ,Tay
VT-GO-TAY-25x50,Tay,GO / POLYWOOD,,,25,50,,,1,1,CẦN RÀ,Tay
VT-GO-TAY-GHE-15x50,Tay ghế,GO / POLYWOOD,,,15,50,,,1,1,CẦN RÀ,Tay ghế
VT-GO-TAY-VIN,Tay vịn,GO / POLYWOOD,,,,,,,1,1,CẦN RÀ,Tay vịn
VT-GO-TAY-VIN-10x90,Tay vịn,GO / POLYWOOD,,,10,90,,,1,1,CẦN RÀ,Tay vịn
VT-GO-TAY-VIN-12x25,Tay vin,GO / POLYWOOD,,,12,25,,,2,2,CẦN RÀ,Tay vin
VT-GO-TAY-VIN-12x50,Tay vịn,GO / POLYWOOD,,,12,50,,,1,1,CẦN RÀ,Tay vịn
VT-GO-TAY-VIN-13x65,Tay vin,GO / POLYWOOD,,,13,65,,,4,1,CẦN RÀ,Tay vin
VT-GO-TAY-VIN-15x100,Tay vịn,GO / POLYWOOD,,,15,100,,,2,2,CẦN RÀ,Tay vịn
VT-GO-TAY-VIN-15x40,Tay vịn,GO / POLYWOOD,,,15,40,,,2,2,CẦN RÀ,Tay vịn
VT-GO-TAY-VIN-15x45,Tay vịn,GO / POLYWOOD,,,15,45,,,2,2,CẦN RÀ,Tay vịn
VT-GO-TAY-VIN-15x50,Tay vịn,GO / POLYWOOD,,,15,50,,,8,7,CẦN RÀ,Tay vịn
VT-GO-TAY-VIN-15x90,Tay vịn,GO / POLYWOOD,,,15,90,,,1,1,CẦN RÀ,Tay vịn
VT-GO-TAY-VIN-25x41,Tay vịn,GO / POLYWOOD,,,25,41,,,1,1,CẦN RÀ,Tay vịn
VT-GO-TAY-VIN-25x50,Tay vin,GO / POLYWOOD,,,25,50,,,3,2,CẦN RÀ,Tay vin
VT-GO-TAY-VIN-30x55,Tay vịn,GO / POLYWOOD,,,30,55,,,1,1,CẦN RÀ,Tay vịn
VT-GO-TAY-VIN-42x25,Tay vịn,GO / POLYWOOD,,,42,25,,,3,3,CẦN RÀ,Tay vịn
VT-GO-TAY-VIN-GHE,Tay Vịn Ghế,GO / POLYWOOD,,,,,,,2,2,CẦN RÀ,Tay Vịn Ghế
VT-GO-TAY-VIN-GHE-12x40,Tay Vịn Ghế,GO / POLYWOOD,,,12,40,,,4,2,CẦN RÀ,Tay Vịn Ghế
VT-GO-TAY-VIN-TRON-40x40,Tay vịn tròn,GO / POLYWOOD,,,40,40,,,2,2,CẦN RÀ,Tay vịn tròn
VT-GO-THANH-DO-NAN-BAN-15x50,Thanh đỡ nan bàn,GO / POLYWOOD,,,15,50,,,1,1,CẦN RÀ,Thanh đỡ nan bàn
VT-GO-THANH-LK-15x30,Thanh LK,GO / POLYWOOD,,,15,30,,,1,1,CẦN RÀ,Thanh LK
VT-GO-TUA-1-100x800,Tựa 1,GO / POLYWOOD,,,100,800,,,2,1,CẦN RÀ,Tựa 1
VT-GO-TUA-100x760,Tựa,GO / POLYWOOD,,,100,760,,,1,1,CẦN RÀ,Tựa
VT-GO-TUA-150x350,Tựa,GO / POLYWOOD,,,150,350,,,1,1,CẦN RÀ,Tựa
VT-GO-TUA-150x530,Tựa,GO / POLYWOOD,,,150,530,,,9,1,CẦN RÀ,Tựa
VT-GO-TUA-2-100x700,Tựa 2,GO / POLYWOOD,,,100,700,,,2,1,CẦN RÀ,Tựa 2
VT-GO-TUA-DAU,Tựa đầu,GO / POLYWOOD,,,,,,,1,1,CẦN RÀ,Tựa đầu
VT-GO-TUA-DAU-20x20,Tựa đầu,GO / POLYWOOD,,,20,20,,,2,2,CẦN RÀ,Tựa đầu
VT-GO-TUA-DAU-25x40,Tựa đầu,GO / POLYWOOD,,,25,40,,,2,2,CẦN RÀ,Tựa đầu
VT-GO-TUA-DAU-26x22,Tựa đầu,GO / POLYWOOD,,,26,22,,,3,3,CẦN RÀ,Tựa đầu
VT-GO-TUA-GIUA-150x350,Tựa Giữa,GO / POLYWOOD,,,150,350,,,1,1,CẦN RÀ,Tựa Giữa
VT-GO-TUA-GIUA-TRON-24x24,Tựa giữa tròn,GO / POLYWOOD,,,24,24,,,1,1,CẦN RÀ,Tựa giữa tròn
VT-GO-VACH-HOC-KEO-HONG-20x170,Vách hộc kéo hông,GO / POLYWOOD,,,20,170,,,1,1,CẦN RÀ,Vách hộc kéo hông
VT-GO-VACH-HOC-KEO-LUNG-20x170,Vách hộc kéo lưng,GO / POLYWOOD,,,20,170,,,1,1,CẦN RÀ,Vách hộc kéo lưng
VT-GO-VAI,VẢI,GO / POLYWOOD,,,,,,,15,2,CẦN RÀ,VẢI
VT-GO-VAI-NGOI-1x620,Vải ngồi,GO / POLYWOOD,,,1,620,,,1,1,CẦN RÀ,Vải ngồi
VT-GO-VAI-NGOI-1x723,Vải ngồi,GO / POLYWOOD,,,1,723,,,1,1,CẦN RÀ,Vải ngồi
VT-GO-VAI-TUA-1x580,Vải tựa,GO / POLYWOOD,,,1,580,,,1,1,CẦN RÀ,Vải tựa
VT-GO-VAI-TUA-1x599,Vải tựa,GO / POLYWOOD,,,1,599,,,1,1,CẦN RÀ,Vải tựa
VT-GO-VIEN-BAN-DOC-30x40,Viền bàn dọc,GO / POLYWOOD,,,30,40,,,1,1,CẦN RÀ,Viền bàn dọc
VT-GO-VIEN-BAN-DOC-30x60,Viền bàn dọc,GO / POLYWOOD,,,30,60,,,1,1,CẦN RÀ,Viền bàn dọc
VT-GO-VIEN-BAN-NGANG-30x40,Viền bàn ngang,GO / POLYWOOD,,,30,40,,,1,1,CẦN RÀ,Viền bàn ngang
VT-GO-VIEN-BAN-NGANG-30x60,Viền bàn ngang,GO / POLYWOOD,,,30,60,,,1,1,CẦN RÀ,Viền bàn ngang
VT-GO-VIEN-BAN-PHU-20x56,Viền bàn phụ,GO / POLYWOOD,,,20,56,,,1,1,CẦN RÀ,Viền bàn phụ
VT-GO-VIEN-DOC-20x56,Viền dọc,GO / POLYWOOD,,,20,56,,,1,1,CẦN RÀ,Viền dọc
VT-GO-VIEN-DOC-30x60,Viền dọc,GO / POLYWOOD,,,30,60,,,1,1,CẦN RÀ,Viền dọc
VT-GO-VIEN-DOC-TRONG-BAN-PHU-20x46,Viền dọc trong+ bàn phụ,GO / POLYWOOD,,,20,46,,,1,1,CẦN RÀ,Viền dọc trong+ bàn phụ
VT-GO-VIEN-NGANG-20x56,Viền ngang,GO / POLYWOOD,,,20,56,,,1,1,CẦN RÀ,Viền ngang
VT-GO-VIEN-NGANG-30x60,Viền ngang,GO / POLYWOOD,,,30,60,,,1,1,CẦN RÀ,Viền ngang
VT-GO-VIEN-TRONG-BAN-PHU-20x46,Viền trong bàn phụ,GO / POLYWOOD,,,20,46,,,1,1,CẦN RÀ,Viền trong bàn phụ
VT-GO-XA-CHAN-TRON-1-30x30,Xà chân tròn 1,GO / POLYWOOD,,,30,30,,,3,3,CẦN RÀ,Xà chân tròn 1
VT-GO-XA-CHAN-TRON-2-30x30,Xà chân tròn 2,GO / POLYWOOD,,,30,30,,,3,3,CẦN RÀ,Xà chân tròn 2
VT-GO-XA-LK-24x24,Xà LK,GO / POLYWOOD,,,24,24,,,1,1,CẦN RÀ,Xà LK
VT-GO-XA-LK-TRON-24x24,Xà LK tròn,GO / POLYWOOD,,,24,24,,,2,2,CẦN RÀ,Xà LK tròn
VT-KH-12X40X415,12x40x415,KHAC,,,,,,,1,1,CẦN RÀ,12x40x415
VT-KH-13X40X415,13x40x415,KHAC,,,,,,,1,1,CẦN RÀ,13x40x415
VT-KH-15X40X415,15x40x415,KHAC,,,,,,,2,1,CẦN RÀ,15x40x415
VT-KH-CHAN-SAU-20x40,Chân sau,KHAC,,,20,40,,,1,1,CẦN RÀ,Chân sau
VT-KH-CHAN-TRUOC-20x40,Chân trước,KHAC,,,20,40,,,1,1,CẦN RÀ,Chân trước
VT-KH-CHONG-16x16,Chống,KHAC,,,16,16,,,1,1,CẦN RÀ,Chống
VT-KH-DOC-ME-NGOI,Dọc mê ngồi,KHAC,,,,,,,1,1,CẦN RÀ,Dọc mê ngồi
VT-KH-DOC-TUA-1,Dọc tựa 1,KHAC,,,,,,,1,1,CẦN RÀ,Dọc tựa 1
VT-KH-DOC-TUA-2-16x16,Dọc tựa 2,KHAC,,,16,16,,,1,1,CẦN RÀ,Dọc tựa 2
VT-KH-GIANG-CHAN-TREN-20x40,Giằng chân trên,KHAC,,,20,40,,,1,1,CẦN RÀ,Giằng chân trên
VT-KH-GIANG-GIUA-16x16,Giang giữa,KHAC,,,16,16,,,1,1,CẦN RÀ,Giang giữa
VT-KH-GIANG-ME-TRUOC-16x16,Giang mê trước,KHAC,,,16,16,,,1,1,CẦN RÀ,Giang mê trước
VT-KH-LK-NAN,LK Nan,KHAC,,,,,,,1,1,CẦN RÀ,LK Nan
VT-KH-LUOI-ME-NGOI-1.75x520,Lưới mê ngồi,KHAC,,,1.75,520,,,1,1,CẦN RÀ,Lưới mê ngồi
VT-KH-LUOI-TUA-1.75x345,Lưới  tựa,KHAC,,,1.75,345,,,1,1,CẦN RÀ,Lưới  tựa
VT-KH-LUOI-TUA-NGAN-1.75x345,Lưới tựa ngắn,KHAC,,,1.75,345,,,1,1,CẦN RÀ,Lưới tựa ngắn
VT-KH-LUU-Y-DOI-CHIEU-MAU-SONG,LƯU Ý: ĐỐI CHIẾU MẦU SỐNG,KHAC,,,,,,,1,1,CẦN RÀ,LƯU Ý: ĐỐI CHIẾU MẦU SỐNG
